TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,VARIATION 1 TYPE,VARIATION 1 NAME,VARIATION 1 VALUES,VARIATION 2 TYPE,VARIATION 2 NAME,VARIATION 2 VALUES,SKU,CATEGORY
"Mini Cryptex Puzzle Box – Word Lock Secret Drawer, Spelling Learning Toy","Mini 3-Letter Cryptex Puzzle Box – Word Lock Drawer

This is a mini version of the famous Cryptex puzzle inspired by The Da Vinci Code. Rotate the three letter dials to build different words — only the correct word unlocks the hidden drawer.

Designed as a medium-difficulty puzzle, it’s engaging for adults while also doubling as a hands-on learning tool for early readers. Children can experiment with swapping letters, forming simple words, and seeing cause-and-effect as the drawer opens.

The letters on each dial have been carefully chosen to allow many valid three-letter words. A clue, note, or small map can be hidden inside the drawer to motivate solvers to find the correct combination. With 125 possible combinations, even adults will need time to crack it.

Perfect for:

Puzzle and brain-teaser enthusiasts

Escape rooms and treasure hunts

Montessori-style spelling and word play

Unique desk toys and gifts

Assembly options

Fully assembled and ready to use

DIY kit with all birch plywood parts precision laser-cut and ready to assemble

Parts are designed to press-fit together; a small amount of glue may be used for extra strength.

Letter sets on each dial

Dial 1: B P T M H

Dial 2: A E I O U

Dial 3: G T N D P

Made from birch plywood and designed for durability and repeated use.

Follow me on Instagram for new designs and puzzles:
@contraptioncart",40,AUD,10,"Cryptex_puzzle,Puzzle_box,Word_puzzle,Brain_teaser_gift,Escape_room_prop,Secret_drawer_box,Spelling_toy,Learning_toy,Montessori_toy,Educational_gift,Stocking_stuffer,Desk_puzzle,Logic_puzzle",Wood,https://i.etsystatic.com/25031074/r/il/4d4af1/7431628092/il_fullxfull.7431628092_pq2y.jpg,https://i.etsystatic.com/25031074/r/il/401962/7479523003/il_fullxfull.7479523003_nnoi.jpg,https://i.etsystatic.com/25031074/r/il/a2e37b/7479523087/il_fullxfull.7479523087_l2b8.jpg,https://i.etsystatic.com/25031074/r/il/4be09d/7431604986/il_fullxfull.7431604986_bziy.jpg,https://i.etsystatic.com/25031074/r/il/5253df/7431605002/il_fullxfull.7431605002_mubi.jpg,https://i.etsystatic.com/25031074/r/il/c56715/7431604994/il_fullxfull.7431604994_jkz0.jpg,https://i.etsystatic.com/25031074/r/il/45212d/7431605022/il_fullxfull.7431605022_c8r8.jpg,https://i.etsystatic.com/25031074/r/il/e0df70/7479523077/il_fullxfull.7479523077_i7lf.jpg,https://i.etsystatic.com/25031074/r/il/4e7651/7479523045/il_fullxfull.7479523045_eauu.jpg,,Custom Property,Assembly,"Kit,Assembled",,,,46,puzzle boxes
"Chicken And Egg Box Magic Trick, gozinta box, Impossible boxes, Each fits inside the other","In this magic trick we have a chicken box and an egg box. What is remarkable is that each box can fit perfectly inside the other. The egg fits inside the chicken, yet the chicken also fits inside the egg. How is this possible? Even more surprising, when we open back up the egg box, the chicken has magically become a dinosaur. The dimensions of each side of the box have been carefully calculated to enable this mysterious self nesting property.
The trick comes either fully assembled or as a kit to assemble yourself. All parts are precut and ready to glue. Written instructions and performance video instructions included. Full perfrmance video at https://youtu.be/WDhFJ-TDIU0?si=44Ir_naF3NT92-6s
To keep updated on new deigns, please follow me on Instagram @contraptioncart",50,AUD,994,"magic_trick,gozinta_box,puzzle_box,illusion,escape_room,wooden_magic_tricks,technology_class,maker,secret_box,dice_box_magic,math_toy,stem,laser_cut",Wood,https://i.etsystatic.com/25031074/r/il/2f7da6/7693611964/il_fullxfull.7693611964_frf6.jpg,https://i.etsystatic.com/25031074/r/il/b6a068/7693595602/il_fullxfull.7693595602_auzo.jpg,https://i.etsystatic.com/25031074/r/il/b13865/7693616944/il_fullxfull.7693616944_evpk.jpg,https://i.etsystatic.com/25031074/r/il/085681/7741591041/il_fullxfull.7741591041_fzzl.jpg,https://i.etsystatic.com/25031074/r/il/534beb/7693651248/il_fullxfull.7693651248_p1wa.jpg,https://i.etsystatic.com/25031074/r/il/658b94/7741593059/il_fullxfull.7741593059_bvga.jpg,https://i.etsystatic.com/25031074/r/il/f19181/7741597269/il_fullxfull.7741597269_hqb9.jpg,https://i.etsystatic.com/25031074/r/il/4cb4d9/7693641834/il_fullxfull.7693641834_52g2.jpg,,,Custom Property,Assembley,"Kit,Assembled",,,,47,magic tricks
Woodchopper Whirligig Kit,"This is a Physical Kit. Please see my other listings for the Digital plans.
Put this little Woodchopper out in the garden and watch him chop vigorously when the wind blows.
This kit includes all of the parts and instructions required to make the model. Parts are made from birch plywood, stainless steel and brass  parts. Other wind whirligigs are available in my store.
You will need Glue and exterior primer and paint if you want to protect it from the weather.",75,AUD,6,"wooden_puzzle,model,stem,craft,whirligig,automata,kinetic_art,laser_cut,maker,karakuri,toy,woodchopper,wind",Wood,https://i.etsystatic.com/25031074/r/il/5f3d80/4182614388/il_fullxfull.4182614388_pzqy.jpg,https://i.etsystatic.com/25031074/r/il/bc7792/4182614394/il_fullxfull.4182614394_fcpq.jpg,https://i.etsystatic.com/25031074/r/il/0be624/4230272119/il_fullxfull.4230272119_99ns.jpg,https://i.etsystatic.com/25031074/r/il/b08489/4218904899/il_fullxfull.4218904899_tua4.jpg,https://i.etsystatic.com/25031074/r/il/7c85f0/4218916375/il_fullxfull.4218916375_kai3.jpg,,,,,,Custom Property,Assembly,"Kit,Assembled + Painted",,,,48,other
"Fisherman whirligig  Kit, Wind Powered Kinetic Garden Sculpture","This is the physical UNPAINTED kit. Please see my other listings for the Digital plans. Please select ""assembled + painted"" at checkout if your prefer this option. 
Put this little Fisherman out in the garden and watch him fish vigorously when the wind blows. This contains all of the parts and instructions to assemble the model. Parts are made from birch plywood, stainless steel and brass. Other wind whirligigs are available in my store.
You will need glue and primer and exterior paint to protect it from the weather.",75,AUD,6,"wooden_puzzle,model,stem,craft,whirligig,automata,kinetic_art,dog,laser_cut,maker,karakuri,toy,wind",,https://i.etsystatic.com/25031074/r/il/c0af1b/4227293783/il_fullxfull.4227293783_o4l3.jpg,https://i.etsystatic.com/25031074/r/il/d896c2/4227293737/il_fullxfull.4227293737_j97t.jpg,https://i.etsystatic.com/25031074/r/il/510740/4227293803/il_fullxfull.4227293803_4yz2.jpg,https://i.etsystatic.com/25031074/r/il/b08489/4218904899/il_fullxfull.4218904899_tua4.jpg,https://i.etsystatic.com/25031074/r/il/7c85f0/4218916375/il_fullxfull.4218916375_kai3.jpg,,,,,,Custom Property,Assembly,"Kit,Assembled + Painted",,,,49,other
Surfer Whirligig Kit,"This is the physical UNPAINTED kit. Please see my other listings for the digital plans.
Put this little surfer out in the garden to watch him surf in the wind. Includes all of the parts and instructions to assemble the model. Birch plywood, stainless steel and brass. Other wind whirligigs are available in my store.
You will need to glue, prime and paint with exterior paint to protect it from the weather.",75,AUD,5,"kinetic_art,automaton,karakuri,whirligig,stem,wooden_puzzle,contraption,model,make,wind,garden,laser_cut,surfer",,https://i.etsystatic.com/25031074/r/il/ff60a4/4199153987/il_fullxfull.4199153987_28b6.jpg,https://i.etsystatic.com/25031074/r/il/f8b695/4199154055/il_fullxfull.4199154055_sr3a.jpg,https://i.etsystatic.com/25031074/r/il/e407ad/4151501628/il_fullxfull.4151501628_m184.jpg,https://i.etsystatic.com/25031074/r/il/805301/4151501564/il_fullxfull.4151501564_t36e.jpg,https://i.etsystatic.com/25031074/r/il/958e8a/4159410012/il_fullxfull.4159410012_o0xn.jpg,,,,,,Custom Property,Assembly,"Kit,Assembled + Painted",,,,50,other
Surfer Whirligig Plans - SVG - PDF - laser cutting - scroll saw,"These are the digital plans. Please see my other listings for the physical product or kit.
Put this little surfer out in the garden to watch him surf in the wind. Painted birch plywood, stainless steel and brass. Other wind whirligigs are available in my store.
You will need the following parts to make this model, most of which I find on Ebay. Alternatively check the physical listing to purchase just the hardware from me.

- 3mm plywood
- M3 x 16mm stainless steel machine screw
- 3mm Stainless steel rod
- 15A brass terminal block (to fit rod) x 2
- stainless steel wire 1mm (or galvanized tie wire)
- Brass eyelets 3.5mm ID 3.8mm OD x 3
- brass tube 4mm OD 0.4mm wall thickness  70mm long(To fit rod loosely)
- Brass tube 5mm OD 0.5mm wall thickness 50mm long
- M3 washer stainless steel x 3
- Eyelet flaring tool, I just use a nail with the head rounded in the grinder.
- Outdoor paint and primer if you want to protect it from the weather

The sizes above can vary depending on what you can get hold of. As long as you have easy running fits between shafts, screws, tubes, and eyelets. You may need to widen the holes in the wood if your hardware is a different size that specified above.

The files come as DXF, SVG and PDF so parts can be laser cut or scroll sawed. Files come as exact sizes and with a small offset that I found worked well in my laser cutter to account for the laser kerf and give snug fits. You may need to use offsets that work best on your machine.",14,AUD,58,"kinetic_art,automaton,karakuri,whirligig,stem,wooden_puzzle,contraption,model,make,wind,garden,scroll_saw,laser_cut_files",,https://i.etsystatic.com/25031074/r/il/ff60a4/4199153987/il_fullxfull.4199153987_28b6.jpg,https://i.etsystatic.com/25031074/r/il/f8b695/4199154055/il_fullxfull.4199154055_sr3a.jpg,https://i.etsystatic.com/25031074/r/il/e407ad/4151501628/il_fullxfull.4151501628_m184.jpg,https://i.etsystatic.com/25031074/r/il/805301/4151501564/il_fullxfull.4151501564_t36e.jpg,https://i.etsystatic.com/25031074/r/il/958e8a/4159410012/il_fullxfull.4159410012_o0xn.jpg,,,,,,,,,,,,51,other
Moving Head Illusion Robot Laser cut files svg dxf pdf,"These are digital plans to be downloaded, please message me if you would like the physical kit.
Meet Scru-Tiny the little surveillance robot that  appears to move his head as he looks about the room. In fact his only moving part is you. Scru-Tiny is an optical illusion which is quite mind bending to see. As you view it from different angles it appears as if his head is turning to look at you. It works due to your brain perceiving the geometry as inverted.
 
You will receive laser cutting plans to download as svg, or dxf. There are also pdf instructions. The files suit 2.8mm - 3.2mm wood and can be scaled to suit other material thicknesses. Please Contact me to inquire about a commercial license.",10,AUD,986,"illusion,robot,svg,automata,magic,toy,perspective,trick,maker,escape_room,educational,puzzle,laser_cut_files",,https://i.etsystatic.com/25031074/r/il/063853/7017774114/il_fullxfull.7017774114_b3ak.jpg,https://i.etsystatic.com/25031074/r/il/459590/7017774512/il_fullxfull.7017774512_4w77.jpg,https://i.etsystatic.com/25031074/r/il/c8187f/7065756235/il_fullxfull.7065756235_lm1y.jpg,https://i.etsystatic.com/25031074/r/il/bcd4b2/7017774518/il_fullxfull.7017774518_rhzh.jpg,https://i.etsystatic.com/25031074/r/il/9f3441/6104175850/il_fullxfull.6104175850_bahm.jpg,,,,,,,,,,,,52,magic tricks
Fluttering Heart Automaton SVG DXF PDF laser cutter files,"These are the digital  files. See my other listings for the physical kit version of this design.
My goal with this mechanical flapping Heart sculpture was to mimic the beautiful figure of 8 wing motion seen in insects and hummingbirds. The model is all made from laser cut parts which slot together in under an hour. It is reasonably easy to assemble with PDF instructions included. I make these from 3mm birch plywood. If your wood is between 2.9mm-3.2mm then I recommend using the files with named ""0.08 offset"". This accounts for the laser kerf and gives secure press fits for 3mm wood. If your wood is a different thickness then you can scale the files named ""exact"" and experiment with your own offsets if you want press fits. Lubricate with wax, soap or Vaseline for best results.",12,AUD,894,"kinetic_art,puzzle,wooden_puzzle,craft,valentines,gift,mechanism,robot,gizmo,romantic,karakuri,mechanical_sculpture,laser_cut_files",,https://i.etsystatic.com/25031074/r/il/355899/4526666951/il_fullxfull.4526666951_igt0.jpg,https://i.etsystatic.com/25031074/r/il/506b93/4479297714/il_fullxfull.4479297714_cb0m.jpg,https://i.etsystatic.com/25031074/r/il/dd5ceb/4526667027/il_fullxfull.4526667027_lkf3.jpg,https://i.etsystatic.com/25031074/r/il/5db36f/4526666743/il_fullxfull.4526666743_q1sj.jpg,https://i.etsystatic.com/25031074/r/il/8b9fbf/4526666871/il_fullxfull.4526666871_dbd2.jpg,https://i.etsystatic.com/25031074/r/il/b9e66d/4479297878/il_fullxfull.4479297878_jsi5.jpg,,,,,,,,,,,53,automata
Electric Origami Hummingbird Plans - Paper Automata template,"(These are digital plans only - for a physical version of this kit please check my other listings)

With just a sheet of plastic transparency paper and some copper tape you can fold up this Electric Origami Flapping Hummingbird. No motors, magnets or coils are necessary as it operates by electrostatics. (Static Electricity). No glue is required as it folds up and locks together like a box. 

This designed takes its power from a common electric fly swat racquet which supplies the 2000V required to make it flap. The bird model can fit directly to the racquet or you can remove its circuit board and fold up the origami base to put it in. 

Upon purchasing, you will receive a PDF file with plans which can be printed on a home printer. This provides the template and graphics for you to cut out.

Other materials you will need are

- 0.1mm A4 plastic transparency paper to print onto
(office supplies store)

- 6mm wide copper tape (1 meter) 
(music or lead lighting store)

- One electric fly swat with a diamond shaped mesh 
(bargain store)

- 20mm wide copper tape (20cm) (optional)

All of the above parts can be found on ebay. 

tools required 

- ink jet printer
- fine sharp scissors
- craft knife

You will receive video instructions to follow along with while building the model.
The fly swat has high voltage but low current. It will not cause any harm but can hurt like an electric fence if you are shocked, so take care to follow the instructions, remove batteries and discharge the capacitor before touching the copper terminals. If you have a pace maker or a heart condition you may want to avoid this project or take extra care.",4,AUD,84,"kirigami,origami,mechanical,sculpture,robot,automata,plans,template,paper_craft,automaton,model,hummingbird,kinetic",,https://i.etsystatic.com/25031074/r/il/853949/3578171720/il_fullxfull.3578171720_mcen.jpg,https://i.etsystatic.com/25031074/r/il/1beffa/3578171782/il_fullxfull.3578171782_aiyf.jpg,https://i.etsystatic.com/25031074/r/il/f0d581/3578165494/il_fullxfull.3578165494_nitx.jpg,https://i.etsystatic.com/25031074/r/il/d82f55/3625786029/il_fullxfull.3625786029_65hk.jpg,https://i.etsystatic.com/25031074/r/il/dcd788/3625786077/il_fullxfull.3625786077_c6bc.jpg,https://i.etsystatic.com/25031074/r/il/49032b/3578165418/il_fullxfull.3578165418_5hnu.jpg,https://i.etsystatic.com/25031074/r/il/a9e229/3625786167/il_fullxfull.3625786167_8h2b.jpg,https://i.etsystatic.com/25031074/r/il/6fb133/3578165274/il_fullxfull.3578165274_5rtp.jpg,https://i.etsystatic.com/25031074/r/il/919ed1/3578165360/il_fullxfull.3578165360_iawi.jpg,https://i.etsystatic.com/25031074/r/il/b7ce54/3625802885/il_fullxfull.3625802885_4xdg.jpg,,,,,,,54,automata
Chocolate Train Counting Squares: Educational Math Toy SVG DXF (Digital Download),"This is a digital download. Nothing is posted. Please contact me if you want the physical item.

I designed this for my child's 4th birthday to help her learn about numbers and place value. She enjoys counting, chocolate and playing shop, so turning the traditional counting squares into chocolate was a big hit. I write an order for how many blocks, sticks and squares of chocolate I want, then she loads up the train.

Download the files instantly for laser cutting. Suits any wood thickness.
Black and blue = cut
Green = score

Please contact me for commercial use.",6,AUD,999,"educational_toy,math_toy,STEM_Education,counting_cubes,lasercut_plans,laser_cutting_files,counting_game,montessori,wooden_toy,learning_tool,wooden_puzzle,wooden_train,chocolate_train",,https://i.etsystatic.com/25031074/r/il/d7b646/7178466483/il_fullxfull.7178466483_ae2l.jpg,https://i.etsystatic.com/25031074/r/il/cbf4b4/7130500060/il_fullxfull.7130500060_fs8h.jpg,https://i.etsystatic.com/25031074/r/il/9b1e37/7130500412/il_fullxfull.7130500412_f558.jpg,https://i.etsystatic.com/25031074/r/il/70401f/7178467039/il_fullxfull.7178467039_61jx.jpg,https://i.etsystatic.com/25031074/r/il/ce6302/7130500478/il_fullxfull.7130500478_k0uw.jpg,https://i.etsystatic.com/25031074/r/il/0fde76/7130500502/il_fullxfull.7130500502_6okl.jpg,https://i.etsystatic.com/25031074/r/il/f275ca/7130500522/il_fullxfull.7130500522_8n5g.jpg,https://i.etsystatic.com/25031074/r/il/8ad216/7178467139/il_fullxfull.7178467139_rc3m.jpg,,,,,,,,,55,toys and games
"Writing and Drawing automaton, Laser  Cut Mechanical Model, Science Kit","Turn the knob and Lanky Doodler will sketch out your encoded message. Write your own message like a loved ones name or pick from one of the premade messages:
 ""hello"", ""love you"", ""mum"", ""Dad"", ""happy Bday"", ""merryXmas""

The sketch is encoded in the rotating cams which control the two arms to accurately position the pencil. 

Use the online app to generate cams for your own sketch. You can then download the profiles to cut yourself or send me the generated txt file and I will laser cut them for you. If you choose the custom cam option at checkout, then you must send me a message either with an explanation of your message/sketch, or the txt file generated from your sketch in the Lanky Doodler web app
at https://www.contraptioncart.com/lankydoodler

This item comes as a kit for you to put together in 40 minutes or preassembled with the base taken off for shipping. (Expect one minute to put the base back on)

The svg and pdf files for this machine are available in a separate listing if you would like to scroll saw or laser cut all of the parts yourself. Fits a standard pencil or felt pen (for a darker sketch).",49,AUD,9,"mechanical_sculpture,mechanical_toy,wooden_puzzle,laser_cut,kinetic_art,mechanism,mechanical_model,drawing_automaton,executive_toy,automata,science,engineering,stem",,https://i.etsystatic.com/25031074/r/il/399c2a/7428826811/il_fullxfull.7428826811_61kf.jpg,https://i.etsystatic.com/25031074/r/il/a0833b/7065669237/il_fullxfull.7065669237_72fe.jpg,https://i.etsystatic.com/25031074/r/il/021b51/7380904322/il_fullxfull.7380904322_swif.jpg,https://i.etsystatic.com/25031074/r/il/3bb6fe/7065669245/il_fullxfull.7065669245_xic2.jpg,https://i.etsystatic.com/25031074/r/il/67264e/7017689444/il_fullxfull.7017689444_p6s9.jpg,https://i.etsystatic.com/25031074/r/il/59fa61/7065669239/il_fullxfull.7065669239_cohu.jpg,https://i.etsystatic.com/25031074/r/il/bd04f7/3919284207/il_fullxfull.3919284207_i7qq.jpg,https://i.etsystatic.com/25031074/r/il/c31249/3877318796/il_fullxfull.3877318796_a0do.jpg,https://i.etsystatic.com/25031074/r/il/d6ee88/3919284137/il_fullxfull.3919284137_k1jt.jpg,https://i.etsystatic.com/25031074/r/il/c09d9d/7028050159/il_fullxfull.7028050159_cao0.jpg,Custom Property,Cam,"Custom message,Hello,Love you,Mum,Dad,Happy Bday,Merry Xmas",Custom Property,Assembly,"Unassembled Kit,Assembled",56,automata
Swinging Monkey Automata Laser Cutting plans svg dxf,"These are Digital plans for downloading straight away. Nothing is posted. See my other listings for the physical kit.
These automata plans contain instructions and part files for laser cutting a mechanical swinging monkey automaton. Crank the handle to watch him swing through the trees. Attach to a wall or door using hanger tape or screws.
Files suit 3-3.2mm wood and can be scaled if your wood differs by more than 0.1mm from this thickness. 
Please read the laser cutting notes in the pdf instructions prior to cutting for best results. Please contact me for a commercial license.",14,AUD,944,"wooden_puzzles,stem,automata,craft,model_making,engineering,technology,dog,cat,machine,kinetic_art,sculpture,laser_cut_files",,https://i.etsystatic.com/25031074/r/il/f4fe17/5850384031/il_fullxfull.5850384031_pu5w.jpg,https://i.etsystatic.com/25031074/r/il/dffcd8/5849201859/il_fullxfull.5849201859_q0c6.jpg,https://i.etsystatic.com/25031074/r/il/a72b58/5801123970/il_fullxfull.5801123970_kdn3.jpg,https://i.etsystatic.com/25031074/r/il/52da51/5849197589/il_fullxfull.5849197589_gk3f.jpg,https://i.etsystatic.com/25031074/r/il/74ad37/5850325771/il_fullxfull.5850325771_kd80.jpg,https://i.etsystatic.com/25031074/r/il/c65b49/5849203955/il_fullxfull.5849203955_cgex.jpg,,,,,,,,,,,57,automata
Automata kit Bird Money Bank - Gear Box Pets,"This kit contains the parts to build your own mechanical money banking bird. Assemble the laser cut and solid wood pieces with glue and instructions provided.
Put a coin in the birds mouth and wind the handle to watch him fly around and deposit it into the coin eating flower. This kit connects with other Animals in the Gearbox pet series, making them all move together.",55,AUD,17,"mechanical_model,wooden_puzzle,automata_kit,bird,money_bank,automaton,kinetic_art,mechanical_toy,flapping_bird,stem_education,robot,moving_toy,laser_cut",,https://i.etsystatic.com/25031074/r/il/0222dd/3203550682/il_fullxfull.3203550682_iyzb.jpg,https://i.etsystatic.com/25031074/r/il/4486c8/3203551604/il_fullxfull.3203551604_rro6.jpg,https://i.etsystatic.com/25031074/r/il/9979db/3203553146/il_fullxfull.3203553146_hypc.jpg,https://i.etsystatic.com/25031074/r/il/9be3b4/3251258721/il_fullxfull.3251258721_p7ze.jpg,,,,,,,,,,,,,58,automata
"Sword Through Finger Magic Trick, laser cut illusion puzzle, wooden DIY kit","Magically push a wooden sword right through your finger with this secret contraption. It comes either fully assembled, or as a kit with instructions so that you can build it yourself. This gimmick is a fun craft project for kids and adults and an entertaining addition to your magician's performance.

See all of my Magic tricks at
https://contraptioncart.etsy.com?section_id=55798303

To keep up to date with my upcoming designs, please follow me on instagram @contraptioncart",40,AUD,13,"magic_trick,sword_trick,sword_through_finger,knife_illusion,mechanical_model,maker_kit,gimmick,craft_project,stem_kit,executive_toy,mystery_box,puzzle_box,laser_cut_kit",,https://i.etsystatic.com/25031074/r/il/6131c9/7304342262/il_fullxfull.7304342262_3pqw.jpg,https://i.etsystatic.com/25031074/r/il/d70d0d/7304342300/il_fullxfull.7304342300_h37t.jpg,https://i.etsystatic.com/25031074/r/il/20486a/7352295687/il_fullxfull.7352295687_f2yh.jpg,https://i.etsystatic.com/25031074/r/il/080294/7304342350/il_fullxfull.7304342350_ii9w.jpg,https://i.etsystatic.com/25031074/r/il/f273fe/7304342352/il_fullxfull.7304342352_740i.jpg,https://i.etsystatic.com/25031074/r/il/131445/7352295749/il_fullxfull.7352295749_1s3b.jpg,https://i.etsystatic.com/25031074/r/il/d4aa6d/7314637021/il_fullxfull.7314637021_rtz3.jpg,,,,Custom Property,assembly,"kit,assembled",,,,60,magic tricks
Climbing Gorilla Pulley Toy Kit: Pet Automata Mechanism,This is the physical kit. Digital plans are available as a separate listing. Build your own little climbing Gorilla with this kit. Hang him in your window and pull the string to make him climb hand over hand up the string.,32,AUD,10,"automata,toys,craft_kit,wooden_toys,gorilla,mechanical_model,kinetic_art,mechanical_toys,STEM,make,education,gift",Wood,https://i.etsystatic.com/25031074/r/il/7fe8fb/4872386232/il_fullxfull.4872386232_hgbf.jpg,https://i.etsystatic.com/25031074/r/il/315f3c/4920652869/il_fullxfull.4920652869_b1un.jpg,https://i.etsystatic.com/25031074/r/il/3ad9a6/4920653583/il_fullxfull.4920653583_301u.jpg,https://i.etsystatic.com/25031074/r/il/803b12/4872387924/il_fullxfull.4872387924_cdnh.jpg,https://i.etsystatic.com/25031074/r/il/7bec8d/2530762026/il_fullxfull.2530762026_lozd.jpg,https://i.etsystatic.com/25031074/r/il/2f5a8a/4920654223/il_fullxfull.4920654223_g9kp.jpg,https://i.etsystatic.com/25031074/r/il/2c8f01/4872388644/il_fullxfull.4872388644_l7pn.jpg,,,,,,,,,,59,automata
Goldfish Automata Kit - Wooden Mechanical Fish,"Build your own mechanical pet Goldfish. Turn the handle to make it swim around the tank. Tail and fins wiggle. This is also a fortune telling machine. First ask the fish a question. Put the little ball into the fish's mouth. He will swim around, open the mechanical iris and spit the ball into it. Open the drawer to see the answer to your question. This kit comes with all of the parts you need to assemble the moving model. This kit connects like a puzzle piece to other animals in the Gear Box Pet collection, allowing them to all move together in synchrony.",55,AUD,9,"automata,goldfish,fish,mechanical,toy,kinetic,robot,model,moving_model,engineering,stem,puzzle,make",,https://i.etsystatic.com/25031074/r/il/54d3fc/3277769191/il_fullxfull.3277769191_chd1.jpg,https://i.etsystatic.com/25031074/r/il/dbfe49/3230086128/il_fullxfull.3230086128_au7d.jpg,https://i.etsystatic.com/25031074/r/il/3130e8/3230090922/il_fullxfull.3230090922_5cst.jpg,https://i.etsystatic.com/25031074/r/il/da9038/3230095764/il_fullxfull.3230095764_doti.jpg,https://i.etsystatic.com/25031074/r/il/209f3e/3230110444/il_fullxfull.3230110444_rft9.jpg,https://i.etsystatic.com/25031074/r/il/260abd/3277804971/il_fullxfull.3277804971_c9m7.jpg,,,,,,,,,,,61,puzzle boxes
"Toddler Ride On Dog Toy Plans: Sweeping Car, DXF SVG PDF","These are the digital plans. For the physical item please see my other listings.
A wooden toddler puppy car that actually sweeps up the floor as they go. I have had heaps of fun watching my little two year old learn to use him. I sprinkle some rice or marbles on the floor and she loves watching it disappear and reappear inside Pug Chugs tummy when she lifts the lid to peer inside. Caster wheels at the back allow for steering and rotating brushes at the front to sweep things into the catchment box. 

You will receive files for part profiles in DXF. SVG and PDF. These files come as both exact sizes and offset sizes to account for laser cutter kerf. I have cut these files from 6mm birch plywood and MDF. You may also cut them using a scroll saw or band saw. You will receive PDF instructions with visual diagrams of the assembly process.

Additional Hardware you will need:
- 6mm plywood or MDF 
- Door brush strips (hardware store)
- Plastic door seal strip (hardware store)  - These 2 items are made to go on the bottom of house doors to keep out the weather.
- 50mm Diameter threaded Caster wheels M10 (hardware store) X2
- 4inch wide Rubber inner tube  (to give the wheels traction)
- M6 Sleeve furniture nuts 18mm (M8 outer diameter) X2
- M6 flat Allen head furniture screws X2
- M6 x 1.2mm washer X2
- M8 x 1.6mm washer X6
- 2mm washer to fit caster wheel thread X2

I can send you links to where I personally order some of these parts online.
Please contact me if you would like a commercial license.",14,AUD,993,"Ride_on,Dog,Wood,Educational,Bicycle,Rocking_horse,Car,Street_sweeper,Laser_cutter_plans,scroll_saw_plans,toddler_toy,scooter,laser_cut_files",,https://i.etsystatic.com/25031074/r/il/78abf8/4998764623/il_fullxfull.4998764623_mqoe.jpg,https://i.etsystatic.com/25031074/r/il/874a80/4998765485/il_fullxfull.4998765485_q4pp.jpg,https://i.etsystatic.com/25031074/r/il/00bea8/4998766013/il_fullxfull.4998766013_4xf3.jpg,https://i.etsystatic.com/25031074/r/il/270592/4998789915/il_fullxfull.4998789915_5rez.jpg,https://i.etsystatic.com/25031074/r/il/83a9bb/4998766471/il_fullxfull.4998766471_oe6g.jpg,https://i.etsystatic.com/25031074/r/il/f79021/4998790283/il_fullxfull.4998790283_8vzp.jpg,https://i.etsystatic.com/25031074/r/il/ffbf15/4998790527/il_fullxfull.4998790527_1rin.jpg,,,,,,,,,,62,toys and games
"Mini Arcade Driving Game: Wind-Up Music Box, Laser Cut Wood Kit","Build your own mini driving arcade game. It is powered by a beautiful gold wind up music box and constructed from push together plywood parts. Wind up the machine, then steer your car through the obstacles. Collect the two themes. Country Lane and City Traffic. You can even get creative and draw your own roads on a sheet of paper to wrap onto the barrel. This can be a novel desk top office toy, kids game and educational craft project for children or adults. The reccomend age is 8 and above. Allow around one hour for building the model.",80,AUD,91,"arcade_game,desk_toy,wind_up_toy,music_box,mechanical_model,car_toy,cool_stuff,dad_gift,stem_toy,construction_project,engineer,maker_kit,build_and_play",,https://i.etsystatic.com/25031074/r/il/0551df/6652167125/il_fullxfull.6652167125_7sp9.jpg,https://i.etsystatic.com/25031074/r/il/e92e2e/6604068228/il_fullxfull.6604068228_24gw.jpg,https://i.etsystatic.com/25031074/r/il/1f0e11/6652168517/il_fullxfull.6652168517_8yyk.jpg,https://i.etsystatic.com/25031074/r/il/04fab4/6652168949/il_fullxfull.6652168949_1f32.jpg,https://i.etsystatic.com/25031074/r/il/153892/6652169521/il_fullxfull.6652169521_n1j9.jpg,https://i.etsystatic.com/25031074/r/il/5b549c/6604070668/il_fullxfull.6604070668_30v1.jpg,https://i.etsystatic.com/25031074/r/il/299bc6/6604071382/il_fullxfull.6604071382_iej0.jpg,https://i.etsystatic.com/25031074/r/il/b8cd88/6652145341/il_fullxfull.6652145341_pdo8.jpg,https://i.etsystatic.com/25031074/r/il/b53e7e/6663975797/il_fullxfull.6663975797_j9sa.jpg,,Custom Property,theme,"Country Lane,City Traffic",,,,63,toys and games
